time;type;accuracy_wo_error;accuracy_w_error;precision;recall;specificity;error rate
2024-02-21 15:44:03.646000;total;0.6193548387096774;0.5647058823529412;0.4528301886792453;0.4444444444444444;0.7058823529411765;0.08823529411764706
2024-02-21 15:44:03.646000;ethor-2023;0.4699248120300752;0.36764705882352944;0.3791469194312796;0.8888888888888888;0.8181818181818182;0.21764705882352942
2024-02-21 15:44:03.646000;mythril-0.23.15;0.6558823529411765;0.6558823529411765;0.5217391304347826;0.3;0.6900369003690037;0.0
2024-02-21 15:44:03.646000;sailfish;nan;nan;nan;nan;nan;nan
2024-02-21 15:44:03.646000;oyente;0.7037037037037037;0.6705882352941176;0.7368421052631579;0.24561403508771928;0.6993006993006993;0.047058823529411764
