time;type;accuracy_wo_error;accuracy_w_error;precision;recall;specificity;error rate
2024-02-21 15:43:53.843000;total;0.7084870848708487;0.5835866261398176;0.6055045871559633;0.36464088397790057;0.7344110854503464;0.1762917933130699
2024-02-21 15:43:53.843000;ethor-2023;nan;nan;nan;nan;nan;nan
2024-02-21 15:43:53.843000;mythril-0.23.15;0.6595744680851063;0.6595744680851063;0.5;0.375;0.7142857142857143;0.0
2024-02-21 15:43:53.843000;sailfish;0.7603305785123967;0.39148936170212767;0.7142857142857143;0.39473684210526316;0.77;0.4851063829787234
2024-02-21 15:43:53.843000;oyente;0.7365591397849462;0.7287234042553191;0.75;0.3333333333333333;0.7341772151898734;0.010638297872340425
