;tool;sol_version;type;subtype;insecure;error;ground_truth
288;mythril-0.23.15;v5;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
289;mythril-0.23.15;v5;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
290;mythril-0.23.15;v5;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
291;mythril-0.23.15;v5;CrossFunctionReentrancy;NonReentrant;0.0;0;0
292;mythril-0.23.15;v5;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
293;mythril-0.23.15;v5;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
294;mythril-0.23.15;v5;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
295;mythril-0.23.15;v5;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
296;mythril-0.23.15;v5;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
297;mythril-0.23.15;v5;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
298;mythril-0.23.15;v5;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
299;mythril-0.23.15;v5;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
300;mythril-0.23.15;v5;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
301;mythril-0.23.15;v5;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
302;mythril-0.23.15;v5;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
303;mythril-0.23.15;v5;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
304;mythril-0.23.15;v5;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
305;mythril-0.23.15;v5;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
306;mythril-0.23.15;v5;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
307;mythril-0.23.15;v5;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
308;mythril-0.23.15;v5;DelegatedReentrancy;SendFixedAddress;1.0;0;0
309;mythril-0.23.15;v5;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
310;mythril-0.23.15;v5;DelegatedReentrancy;TransferFixedAddress;1.0;0;0
311;mythril-0.23.15;v5;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
312;mythril-0.23.15;v5;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
313;mythril-0.23.15;v5;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
314;mythril-0.23.15;v5;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
315;mythril-0.23.15;v5;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
316;mythril-0.23.15;v5;SameFunctionReentrancy;NonReentrant;0.0;0;0
317;mythril-0.23.15;v5;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
318;mythril-0.23.15;v5;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
319;mythril-0.23.15;v5;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
320;mythril-0.23.15;v5;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
321;mythril-0.23.15;v5;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
322;mythril-0.23.15;v5;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
323;mythril-0.23.15;v5;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
324;mythril-0.23.15;v5;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
325;mythril-0.23.15;v5;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
326;mythril-0.23.15;v5;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
327;mythril-0.23.15;v5;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
328;mythril-0.23.15;v5;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
329;mythril-0.23.15;v6;CreateBasedReentrancy;NonReentrant;0.0;0;0
330;mythril-0.23.15;v6;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
331;mythril-0.23.15;v6;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
332;mythril-0.23.15;v6;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
333;mythril-0.23.15;v6;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
334;mythril-0.23.15;v6;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
335;mythril-0.23.15;v6;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
336;mythril-0.23.15;v6;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
337;mythril-0.23.15;v6;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
338;mythril-0.23.15;v6;CrossFunctionReentrancy;NonReentrant;0.0;0;0
339;mythril-0.23.15;v6;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
340;mythril-0.23.15;v6;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
341;mythril-0.23.15;v6;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
342;mythril-0.23.15;v6;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
343;mythril-0.23.15;v6;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
344;mythril-0.23.15;v6;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
345;mythril-0.23.15;v6;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
346;mythril-0.23.15;v6;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
347;mythril-0.23.15;v6;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
348;mythril-0.23.15;v6;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
349;mythril-0.23.15;v6;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
350;mythril-0.23.15;v6;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
351;mythril-0.23.15;v6;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
352;mythril-0.23.15;v6;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
353;mythril-0.23.15;v6;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
354;mythril-0.23.15;v6;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
355;mythril-0.23.15;v6;DelegatedReentrancy;SendFixedAddress;1.0;0;0
356;mythril-0.23.15;v6;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
357;mythril-0.23.15;v6;DelegatedReentrancy;TransferFixedAddress;1.0;0;0
358;mythril-0.23.15;v6;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
359;mythril-0.23.15;v6;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
360;mythril-0.23.15;v6;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
361;mythril-0.23.15;v6;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
362;mythril-0.23.15;v6;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
363;mythril-0.23.15;v6;SameFunctionReentrancy;NonReentrant;0.0;0;0
364;mythril-0.23.15;v6;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
365;mythril-0.23.15;v6;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
366;mythril-0.23.15;v6;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
367;mythril-0.23.15;v6;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
368;mythril-0.23.15;v6;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
369;mythril-0.23.15;v6;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
370;mythril-0.23.15;v6;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
371;mythril-0.23.15;v6;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
372;mythril-0.23.15;v6;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
373;mythril-0.23.15;v6;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
374;mythril-0.23.15;v6;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
375;mythril-0.23.15;v6;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
376;mythril-0.23.15;v7;CreateBasedReentrancy;NonReentrant;0.0;0;0
377;mythril-0.23.15;v7;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
378;mythril-0.23.15;v7;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
379;mythril-0.23.15;v7;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
380;mythril-0.23.15;v7;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
381;mythril-0.23.15;v7;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
382;mythril-0.23.15;v7;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
383;mythril-0.23.15;v7;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
384;mythril-0.23.15;v7;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
385;mythril-0.23.15;v7;CrossFunctionReentrancy;NonReentrant;0.0;0;0
386;mythril-0.23.15;v7;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
387;mythril-0.23.15;v7;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
388;mythril-0.23.15;v7;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
389;mythril-0.23.15;v7;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
390;mythril-0.23.15;v7;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
391;mythril-0.23.15;v7;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
392;mythril-0.23.15;v7;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
393;mythril-0.23.15;v7;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
394;mythril-0.23.15;v7;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
395;mythril-0.23.15;v7;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
396;mythril-0.23.15;v7;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
397;mythril-0.23.15;v7;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
398;mythril-0.23.15;v7;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
399;mythril-0.23.15;v7;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
400;mythril-0.23.15;v7;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
401;mythril-0.23.15;v7;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
402;mythril-0.23.15;v7;DelegatedReentrancy;SendFixedAddress;1.0;0;0
403;mythril-0.23.15;v7;DelegatedReentrancy;SendUserDefinedAddress;1.0;0;0
404;mythril-0.23.15;v7;DelegatedReentrancy;TransferFixedAddress;1.0;0;0
405;mythril-0.23.15;v7;DelegatedReentrancy;TransferUserDefinedAddress;1.0;0;0
406;mythril-0.23.15;v7;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
407;mythril-0.23.15;v7;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
408;mythril-0.23.15;v7;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
409;mythril-0.23.15;v7;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
410;mythril-0.23.15;v7;SameFunctionReentrancy;NonReentrant;0.0;0;0
411;mythril-0.23.15;v7;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
412;mythril-0.23.15;v7;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
413;mythril-0.23.15;v7;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
414;mythril-0.23.15;v7;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
415;mythril-0.23.15;v7;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
416;mythril-0.23.15;v7;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
417;mythril-0.23.15;v7;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
418;mythril-0.23.15;v7;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
419;mythril-0.23.15;v7;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
420;mythril-0.23.15;v7;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
421;mythril-0.23.15;v7;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
422;mythril-0.23.15;v7;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
423;mythril-0.23.15;v8;CreateBasedReentrancy;NonReentrant;0.0;0;0
424;mythril-0.23.15;v8;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
425;mythril-0.23.15;v8;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
426;mythril-0.23.15;v8;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
427;mythril-0.23.15;v8;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
428;mythril-0.23.15;v8;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
429;mythril-0.23.15;v8;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
430;mythril-0.23.15;v8;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
431;mythril-0.23.15;v8;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
432;mythril-0.23.15;v8;CrossFunctionReentrancy;NonReentrant;0.0;0;0
433;mythril-0.23.15;v8;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
434;mythril-0.23.15;v8;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
435;mythril-0.23.15;v8;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
436;mythril-0.23.15;v8;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
437;mythril-0.23.15;v8;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
438;mythril-0.23.15;v8;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
439;mythril-0.23.15;v8;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
440;mythril-0.23.15;v8;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
441;mythril-0.23.15;v8;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
442;mythril-0.23.15;v8;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
443;mythril-0.23.15;v8;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
444;mythril-0.23.15;v8;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
445;mythril-0.23.15;v8;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
446;mythril-0.23.15;v8;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
447;mythril-0.23.15;v8;DelegatedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
448;mythril-0.23.15;v8;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
449;mythril-0.23.15;v8;DelegatedReentrancy;SendFixedAddress;0.0;0;0
450;mythril-0.23.15;v8;DelegatedReentrancy;SendUserDefinedAddress;0.0;0;0
451;mythril-0.23.15;v8;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
452;mythril-0.23.15;v8;DelegatedReentrancy;TransferUserDefinedAddress;0.0;0;0
453;mythril-0.23.15;v8;DelegatedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
454;mythril-0.23.15;v8;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
455;mythril-0.23.15;v8;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
456;mythril-0.23.15;v8;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
457;mythril-0.23.15;v8;SameFunctionReentrancy;NonReentrant;0.0;0;0
458;mythril-0.23.15;v8;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
459;mythril-0.23.15;v8;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;1.0;0;0
460;mythril-0.23.15;v8;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
461;mythril-0.23.15;v8;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
462;mythril-0.23.15;v8;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
463;mythril-0.23.15;v8;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
464;mythril-0.23.15;v8;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
465;mythril-0.23.15;v8;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
466;mythril-0.23.15;v8;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
467;mythril-0.23.15;v8;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
468;mythril-0.23.15;v8;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;1.0;0;1
469;mythril-0.23.15;v8;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;1.0;0;1
470;oyente;v4;CreateBasedReentrancy;NonReentrant;0.0;0;0
471;oyente;v4;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
472;oyente;v4;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
473;oyente;v4;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
474;oyente;v4;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
475;oyente;v4;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
476;oyente;v4;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
477;oyente;v4;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
478;oyente;v4;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
479;oyente;v4;CrossFunctionReentrancy;NonReentrant;0.0;0;0
480;oyente;v4;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
481;oyente;v4;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
482;oyente;v4;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
483;oyente;v4;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
484;oyente;v4;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
485;oyente;v4;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
486;oyente;v4;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
487;oyente;v4;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
488;oyente;v4;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
489;oyente;v4;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
490;oyente;v4;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
491;oyente;v4;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
492;oyente;v4;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
493;oyente;v4;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
494;oyente;v4;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
495;oyente;v4;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
496;oyente;v4;DelegatedReentrancy;SendFixedAddress;0.0;0;0
497;oyente;v4;DelegatedReentrancy;SendUserDefinedAddress;0.0;0;0
498;oyente;v4;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
499;oyente;v4;DelegatedReentrancy;TransferUserDefinedAddress;0.0;0;0
500;oyente;v4;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
501;oyente;v4;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
502;oyente;v4;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
503;oyente;v4;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
504;oyente;v4;SameFunctionReentrancy;NonReentrant;0.0;0;0
505;oyente;v4;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
506;oyente;v4;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
507;oyente;v4;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
508;oyente;v4;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
509;oyente;v4;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
510;oyente;v4;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
511;oyente;v4;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
512;oyente;v4;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
513;oyente;v4;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
514;oyente;v4;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
515;oyente;v4;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
516;oyente;v4;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
517;oyente;v5;CreateBasedReentrancy;NonReentrant;0.0;1;0
518;oyente;v5;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
519;oyente;v5;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
520;oyente;v5;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
521;oyente;v5;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
522;oyente;v5;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
523;oyente;v5;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
524;oyente;v5;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;1;1
525;oyente;v5;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
526;oyente;v5;CrossFunctionReentrancy;NonReentrant;0.0;0;0
527;oyente;v5;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
528;oyente;v5;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
529;oyente;v5;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
530;oyente;v5;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
531;oyente;v5;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
532;oyente;v5;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
533;oyente;v5;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
534;oyente;v5;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
535;oyente;v5;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
536;oyente;v5;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
537;oyente;v5;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
538;oyente;v5;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
539;oyente;v5;DelegatedReentrancy;NonVulnerableFixedAddress;0.0;0;0
540;oyente;v5;DelegatedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
541;oyente;v5;DelegatedReentrancy;ReentrantCodePartsFixedAddress;1.0;0;0
542;oyente;v5;DelegatedReentrancy;ReentrantCodePartsUserDefinedAddress;1.0;0;0
543;oyente;v5;DelegatedReentrancy;SendFixedAddress;0.0;0;0
544;oyente;v5;DelegatedReentrancy;SendUserDefinedAddress;0.0;0;0
545;oyente;v5;DelegatedReentrancy;TransferFixedAddress;0.0;0;0
546;oyente;v5;DelegatedReentrancy;TransferUserDefinedAddress;0.0;0;0
547;oyente;v5;DelegatedReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
548;oyente;v5;DelegatedReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
549;oyente;v5;DelegatedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
550;oyente;v5;DelegatedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
551;oyente;v5;SameFunctionReentrancy;NonReentrant;0.0;0;0
552;oyente;v5;SameFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
553;oyente;v5;SameFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
554;oyente;v5;SameFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
555;oyente;v5;SameFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
556;oyente;v5;SameFunctionReentrancy;SendFixedAddress;0.0;0;0
557;oyente;v5;SameFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
558;oyente;v5;SameFunctionReentrancy;TransferFixedAddress;0.0;0;0
559;oyente;v5;SameFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
560;oyente;v5;SameFunctionReentrancy;VulnerableEtherLossFixedAddress;1.0;0;1
561;oyente;v5;SameFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;1.0;0;1
562;oyente;v5;SameFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
563;oyente;v5;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
564;oyente;v6;CreateBasedReentrancy;NonReentrant;0.0;1;0
565;oyente;v6;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;1;0
566;oyente;v6;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;1;0
567;oyente;v6;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
568;oyente;v6;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
569;oyente;v6;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
570;oyente;v6;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
571;oyente;v6;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
572;oyente;v6;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;1;1
573;oyente;v6;CrossFunctionReentrancy;NonReentrant;0.0;0;0
574;oyente;v6;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
