time;type;Accuracy w/o error;Accuracy w/ error;Precision;Recall;Specificity;Error rate;TP;FP;TN;FN;Error;Total
2024-03-13 21:34:09.281000;total;0.7244897959183674;0.6826923076923077;0.584070796460177;0.36464088397790057;0.7578947368421053;0.057692307692307696;66;47;360;115;36;624
2024-03-13 21:34:09.281000;ethor-2023;nan;nan;nan;nan;nan;nan;0;0;0;0;0;0
2024-03-13 21:34:09.281000;mythril-0.23.15;0.6825396825396826;0.6615384615384615;0.5;0.375;0.7395833333333334;0.03076923076923077;30;30;142;50;8;260
2024-03-13 21:34:09.281000;oyente;0.7598039215686274;0.7451923076923077;0.75;0.3333333333333333;0.7613636363636364;0.019230769230769232;21;7;134;42;4;208
2024-03-13 21:34:09.281000;sailfish;0.75;0.6346153846153846;0.6;0.39473684210526316;0.7850467289719626;0.15384615384615385;15;10;84;23;24;156
