time;type;Accuracy w/o error;Accuracy w/ error;Precision;Recall;Specificity;Error rate
2024-02-21 19:35:58.025000;total;0.6520325203252032;0.5687943262411348;0.4789915966386555;0.5588235294117647;0.7612732095490716;0.1276595744680851
2024-02-21 19:35:58.025000;ethor-2023;0.4968944099378882;0.3404255319148936;0.3816793893129771;1.0;1.0;0.3148936170212766
2024-02-21 19:35:58.025000;mythril-0.23.15;0.6723404255319149;0.6723404255319149;0.5217391304347826;0.45;0.7349397590361446;0.0
2024-02-21 19:35:58.025000;sailfish;nan;nan;nan;nan;nan;nan
2024-02-21 19:35:58.025000;oyente;0.7442922374429224;0.6936170212765957;0.7368421052631579;0.3783783783783784;0.7458563535911602;0.06808510638297872
