time;type;accuracy_wo_error;accuracy_w_error;precision;recall;specificity
2024-02-20 19:12:33.827000;total;0.6475800954328562;0.566150178784267;0.4849246231155779;0.3821782178217822;0.7081384471468662
2024-02-20 19:12:33.827000;ethor-2023;0.4699248120300752;0.36764705882352944;0.3791469194312796;0.8888888888888888;0.8181818181818182
2024-02-20 19:12:33.827000;mythril-0.23.15;0.6573913043478261;0.6573913043478261;0.5116279069767442;0.33;0.6995515695067265
2024-02-20 19:12:33.827000;sailfish;0.6859504132231405;0.35319148936170214;nan;0.0;0.6859504132231405
2024-02-20 19:12:33.827000;oyente;0.7207920792079208;0.6893939393939394;0.8103448275862069;0.2655367231638418;0.70917225950783
