time;type;accuracy_wo_error;accuracy_w_error;precision;recall;specificity
2024-02-21 12:48:33.859000;total;0.6521739130434783;0.5721096543504172;0.4918032786885246;0.4158415841584158;0.7177033492822966
2024-02-21 12:48:33.859000;ethor-2023;0.4699248120300752;0.36764705882352944;0.3791469194312796;0.8888888888888888;0.8181818181818182
2024-02-21 12:48:33.859000;mythril-0.23.15;0.6573913043478261;0.6573913043478261;0.5116279069767442;0.33;0.6995515695067265
2024-02-21 12:48:33.859000;sailfish;0.7603305785123967;0.39148936170212767;0.7142857142857143;0.39473684210526316;0.77
2024-02-21 12:48:33.859000;oyente;0.7156862745098039;0.6912878787878788;0.7424242424242424;0.2768361581920904;0.7117117117117117
