;tool;sol_version;analysis;type;subtype;insecure;error;ground_truth
239;ethor-2023;v8;bytecode;SameFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;1;1
240;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;NonReentrant;0.0;0;0
241;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;NonVulnerableFixedAddress;0.0;0;0
242;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
243;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
244;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
245;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
246;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
247;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
248;mythril-0.23.15;v4;bytecode;CreateBasedReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
249;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;NonReentrant;0.0;0;0
250;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;NonVulnerableFixedAddress;0.0;0;0
251;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;NonVulnerableUserDefinedAddress;0.0;0;0
252;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;ReentrantCodePartsFixedAddress;0.0;0;0
253;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;ReentrantCodePartsUserDefinedAddress;0.0;0;0
254;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;SendFixedAddress;0.0;0;0
255;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;SendUserDefinedAddress;0.0;0;0
256;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;TransferFixedAddress;0.0;0;0
257;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;TransferUserDefinedAddress;0.0;0;0
258;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;VulnerableEtherLossFixedAddress;0.0;0;1
259;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;VulnerableEtherLossUserDefinedAddress;0.0;0;1
260;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;VulnerableNoEtherLossFixedAddress;0.0;0;1
261;mythril-0.23.15;v4;bytecode;CrossFunctionReentrancy;VulnerableNoEtherLossUserDefinedAddress;0.0;0;1
262;mythril-0.23.15;v4;bytecode;DelegatedReentrancy;NonReentrant;0.0;0;0
