Time;Type;Tool;Accuracy w/o error;Accuracy w/ error;Precision;Recall;Specificity;Error rate;TP;FP;TN;FN;Error;Total
2024-02-29 12:59:18.565000;v4;-;0.7142857142857143;0.6770833333333334;0.5857142857142857;0.45555555555555555;0.7586206896551724;0.052083333333333336;41;29;154;49;15;288
2024-02-29 12:59:18.565000;v4;ethor-2023;0.48484848484848486;0.3333333333333333;0.37037037037037035;1.0;1.0;0.3125;10;17;6;0;15;48
2024-02-29 12:59:18.565000;v4;mythril-0.23.15;0.7291666666666666;0.7291666666666666;0.6666666666666666;0.375;0.7435897435897436;0.0;12;6;58;20;0;96
2024-02-29 12:59:18.565000;v4;oyente;0.75;0.75;0.75;0.375;0.75;0.0;12;4;60;20;0;96
2024-02-29 12:59:18.565000;v4;sailfish;0.7708333333333334;0.7708333333333334;0.7777777777777778;0.4375;0.7692307692307693;0.0;7;2;30;9;0;48
2024-02-29 12:59:18.565000;v5;-;0.6791044776119403;0.6319444444444444;0.5119047619047619;0.48863636363636365;0.7554347826086957;0.06944444444444445;43;41;139;45;20;288
2024-02-29 12:59:18.565000;v5;ethor-2023;0.5;0.3541666666666667;0.39285714285714285;1.0;1.0;0.2916666666666667;11;17;6;0;14;48
2024-02-29 12:59:18.565000;v5;mythril-0.23.15;0.6458333333333334;0.6458333333333334;0.47058823529411764;0.5;0.7419354838709677;0.0;16;18;46;16;0;96
2024-02-29 12:59:18.565000;v5;oyente;0.7340425531914894;0.71875;0.7142857142857143;0.3225806451612903;0.7375;0.020833333333333332;10;4;59;21;2;96
2024-02-29 12:59:18.565000;v5;sailfish;0.7727272727272727;0.7083333333333334;0.75;0.42857142857142855;0.7777777777777778;0.08333333333333333;6;2;28;8;4;48
2024-02-29 12:59:18.565000;v6;-;0.6745098039215687;0.5972222222222222;0.5;0.4939759036144578;0.7572254335260116;0.11458333333333333;41;41;131;42;33;288
2024-02-29 12:59:18.565000;v6;ethor-2023;0.5142857142857142;0.375;0.41379310344827586;1.0;1.0;0.2708333333333333;12;17;6;0;13;48
2024-02-29 12:59:18.565000;v6;mythril-0.23.15;0.6458333333333334;0.6458333333333334;0.47058823529411764;0.5;0.7419354838709677;0.0;16;18;46;16;0;96
2024-02-29 12:59:18.565000;v6;oyente;0.7391304347826086;0.7083333333333334;0.7333333333333333;0.3548387096774194;0.7402597402597403;0.041666666666666664;11;4;57;20;4;96
2024-02-29 12:59:18.565000;v6;sailfish;0.75;0.5;0.5;0.25;0.7857142857142857;0.3333333333333333;2;2;22;6;16;48
2024-02-29 12:59:18.565000;v7;-;0.6772727272727272;0.6208333333333333;0.5128205128205128;0.547945205479452;0.7676056338028169;0.08333333333333333;40;38;109;33;20;240
2024-02-29 12:59:18.565000;v7;ethor-2023;0.5142857142857142;0.375;0.41379310344827586;1.0;1.0;0.2708333333333333;12;17;6;0;13;48
2024-02-29 12:59:18.565000;v7;mythril-0.23.15;0.6458333333333334;0.6458333333333334;0.47058823529411764;0.5;0.7419354838709677;0.0;16;18;46;16;0;96
2024-02-29 12:59:18.565000;v7;oyente;0.7752808988764045;0.71875;0.8;0.41379310344827586;0.7702702702702703;0.07291666666666667;12;3;57;17;7;96
2024-02-29 12:59:18.565000;v7;sailfish;nan;nan;nan;nan;nan;nan;0;0;0;0;0;0
2024-02-29 12:59:18.565000;v8;-;0.6687116564417178;0.5677083333333334;0.45454545454545453;0.29411764705882354;0.7230769230769231;0.15104166666666666;15;18;94;36;29;192
2024-02-29 12:59:18.565000;v8;ethor-2023;0.4583333333333333;0.22916666666666666;0.2777777777777778;1.0;1.0;0.5;5;13;6;0;24;48
2024-02-29 12:59:18.565000;v8;mythril-0.23.15;0.6979166666666666;0.6979166666666666;0.6666666666666666;0.1875;0.7011494252873564;0.0;6;3;61;26;0;96
2024-02-29 12:59:18.565000;v8;oyente;0.7209302325581395;0.6458333333333334;0.6666666666666666;0.2857142857142857;0.7297297297297297;0.10416666666666667;4;2;27;10;5;48
2024-02-29 12:59:18.565000;v8;sailfish;nan;nan;nan;nan;nan;nan;0;0;0;0;0;0
